keyword,product_key,buyer_research_refs,query_origin,semantic_cluster,intent,target_page_type,target_url,keyword_role,decision_reason,supporting_fact_ids,demand_evidence,season,research_period,validation_source,checked_at,representative_SERP_URLs,possible_overlap_with_other_products,mapping_reason,mapping_status,mapping_version
rainbow rug,personalized-teacher-classroom-rug-custom-back-to-school-design-108,,AGENT_PROPOSED,personalized rainbow welcome rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B011-110,"SERP_ONLY, no volume verified.",BACK_TO_SCHOOL_EVERGREEN,2026-09-07,https://www.etsy.com/market/teacher_doormat; https://www.amazon.com/personalized-classroom-rug/s?k=personalized+classroom+rug; https://www.amazon.com/Personalized-Classroom-Welcome-Classrooms-Decoration/dp/B0D9B225KG; https://www.walmart.com/c/kp/classroom-door-mats; https://nickel-designs.com/products/personalized-teacher-doormat-for-classroom; https://chillgen.com/,2026-09-07T02:35:56+07:00,https://www.etsy.com/market/teacher_doormat; https://www.amazon.com/personalized-classroom-rug/s?k=personalized+classroom+rug; https://www.amazon.com/Personalized-Classroom-Welcome-Classrooms-Decoration/dp/B0D9B225KG; https://www.walmart.com/c/kp/classroom-door-mats,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
pastel teacher welcome rug,personalized-teacher-classroom-rug-custom-back-to-school-design-109,B012-111-BR01,AGENT_PROPOSED,pastel teacher welcome rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-teacher-classroom-rug-custom-back-to-school-design-109,PRIMARY,Best product-level match for observed motif and buyer intent.,B012-111,"SERP_ONLY, no volume verified.",BACK_TO_SCHOOL_EVERGREEN,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
personalized classroom welcome rug,personalized-teacher-classroom-rug-custom-back-to-school-design-109,B012-111-BR01,AGENT_PROPOSED,pastel teacher welcome rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-teacher-classroom-rug-custom-back-to-school-design-109,SECONDARY,Useful motif synonym supported by page and image evidence.,B012-111,"SERP_ONLY, no volume verified.",BACK_TO_SCHOOL_EVERGREEN,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
teacher rug,personalized-teacher-classroom-rug-custom-back-to-school-design-109,,AGENT_PROPOSED,pastel teacher welcome rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B012-111,"SERP_ONLY, no volume verified.",BACK_TO_SCHOOL_EVERGREEN,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
school icons teacher welcome rug,personalized-teacher-classroom-rug-custom-back-to-school-design-110,B012-112-BR01,AGENT_PROPOSED,school icons teacher welcome rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-teacher-classroom-rug-custom-back-to-school-design-110,PRIMARY,Best product-level match for observed motif and buyer intent.,B012-112,"SERP_ONLY, no volume verified.",BACK_TO_SCHOOL_EVERGREEN,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
personalized teacher classroom rug,personalized-teacher-classroom-rug-custom-back-to-school-design-110,B012-112-BR01,AGENT_PROPOSED,school icons teacher welcome rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-teacher-classroom-rug-custom-back-to-school-design-110,SECONDARY,Useful motif synonym supported by page and image evidence.,B012-112,"SERP_ONLY, no volume verified.",BACK_TO_SCHOOL_EVERGREEN,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
classroom mat,personalized-teacher-classroom-rug-custom-back-to-school-design-110,,AGENT_PROPOSED,school icons teacher welcome rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B012-112,"SERP_ONLY, no volume verified.",BACK_TO_SCHOOL_EVERGREEN,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
affirmation rainbow classroom rug,personalized-teacher-classroom-rug-custom-back-to-school-design-111,B012-113-BR01,AGENT_PROPOSED,affirmation rainbow classroom rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-teacher-classroom-rug-custom-back-to-school-design-111,PRIMARY,Best product-level match for observed motif and buyer intent.,B012-113,"SERP_ONLY, no volume verified.",BACK_TO_SCHOOL_EVERGREEN,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
personalized teacher welcome rug,personalized-teacher-classroom-rug-custom-back-to-school-design-111,B012-113-BR01,AGENT_PROPOSED,affirmation rainbow classroom rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/personalized-teacher-classroom-rug-custom-back-to-school-design-111,SECONDARY,Useful motif synonym supported by page and image evidence.,B012-113,"SERP_ONLY, no volume verified.",BACK_TO_SCHOOL_EVERGREEN,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
rainbow rug,personalized-teacher-classroom-rug-custom-back-to-school-design-111,,AGENT_PROPOSED,affirmation rainbow classroom rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B012-113,"SERP_ONLY, no volume verified.",BACK_TO_SCHOOL_EVERGREEN,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
core vocabulary communication rug,core-vocabulary-rug-communication-rugs-for-kids-sped-classroom-rug,B012-114-BR01,AGENT_PROPOSED,core vocabulary communication rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/core-vocabulary-rug-communication-rugs-for-kids-sped-classroom-rug,PRIMARY,Best product-level match for observed motif and buyer intent.,B012-114,"SERP_ONLY, no volume verified.",EVERGREEN_EDUCATION,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
AAC core board rug,core-vocabulary-rug-communication-rugs-for-kids-sped-classroom-rug,B012-114-BR01,AGENT_PROPOSED,core vocabulary communication rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/core-vocabulary-rug-communication-rugs-for-kids-sped-classroom-rug,SECONDARY,Useful motif synonym supported by page and image evidence.,B012-114,"SERP_ONLY, no volume verified.",EVERGREEN_EDUCATION,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
communication rug,core-vocabulary-rug-communication-rugs-for-kids-sped-classroom-rug,,AGENT_PROPOSED,core vocabulary communication rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B012-114,"SERP_ONLY, no volume verified.",EVERGREEN_EDUCATION,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
AAC core board classroom rug,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,B012-115-BR01,AGENT_PROPOSED,AAC core board classroom rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,PRIMARY,Best product-level match for observed motif and buyer intent.,B012-115,"SERP_ONLY, no volume verified.",EVERGREEN_EDUCATION,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
core vocabulary rug,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,B012-115-BR01,AGENT_PROPOSED,AAC core board classroom rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,SECONDARY,Useful motif synonym supported by page and image evidence.,B012-115,"SERP_ONLY, no volume verified.",EVERGREEN_EDUCATION,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
AAC board,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,,AGENT_PROPOSED,AAC core board classroom rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B012-115,"SERP_ONLY, no volume verified.",EVERGREEN_EDUCATION,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
SPED communication board rug,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,B012-116-BR01,AGENT_PROPOSED,SPED communication board rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,PRIMARY,Best product-level match for observed motif and buyer intent.,B012-116,"SERP_ONLY, no volume verified.",EVERGREEN_EDUCATION,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
core vocabulary rug for kids,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,B012-116-BR01,AGENT_PROPOSED,SPED communication board rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,SECONDARY,Useful motif synonym supported by page and image evidence.,B012-116,"SERP_ONLY, no volume verified.",EVERGREEN_EDUCATION,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,MEDIUM_WITH_SIMILAR_PRODUCTS_IN_BATCH,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
SPED rug,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,,AGENT_PROPOSED,SPED communication board rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across similar products.,B012-116,"SERP_ONLY, no volume verified.",EVERGREEN_EDUCATION,2026-09-07,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S; https://www.walmart.com/ip/Wheel-Feelings-Emotions-Round-Rug-Mental-Health-Educational-Rug-Classroom-Calming-Rugs-Emotions-Feeling-Carpet-ABC-Kids-Therapist-Back-School-Gifts/17944907882; https://www.mentallyhealthyschools.org.uk/resources/emotion-wheel-for-children/; https://chillgen.com/,2026-09-07T02:40:37+07:00,https://www.etsy.com/listing/1525331348/core-vocabulary-rug-aac-core-board-for; https://autismlittlelearners.com/core-board/; https://www.misd.net/AssistiveTech/AAC/AACenvironment.html; https://www.amazon.com/Classroom-Feelings-Emotional-Regulation-Composition/dp/B0H4YBRZ5S,YES,Motif-specific keyword retained for product; broad term reserved for collection/category review.,NEEDS_REVIEW,2.4
