keyword,product_key,buyer_research_refs,query_origin,semantic_cluster,intent,target_page_type,target_url,keyword_role,decision_reason,supporting_fact_ids,demand_evidence,season,research_period,validation_source,checked_at,representative_SERP_URLs,possible_overlap_with_other_products,mapping_reason,mapping_status,mapping_version
personalized moon dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-07,B005-049-BR01,AGENT_PROPOSED,personalized moon dragon rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-07,PRIMARY,Best product-level match for observed motif and personalized/custom rug intent.,B005-049,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://printyrug.com/; https://chillgen.com/,2026-09-07T01:58:18+07:00,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
dragon library rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-07,B005-049-BR01,AGENT_PROPOSED,personalized moon dragon rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-07,SECONDARY,Useful motif synonym supported by page and image evidence.,B005-049,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://printyrug.com/; https://chillgen.com/,2026-09-07T01:58:18+07:00,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug,custom-3d-dragon-round-rug-77aa65f879; custom-dragon-shaped-area-rug-personalized-library-wester-design-01,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_SHARED_PRODUCT_TERM: keep only where each page has a distinct verified design/use-case modifier; QA before approval.,FINAL_REVIEWED,2.4-catalog-final-1
dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-07,,AGENT_PROPOSED,personalized moon dragon rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across multiple similar products.,B005-049,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://printyrug.com/; https://chillgen.com/,2026-09-07T01:58:18+07:00,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-01; custom-dragon-shaped-area-rug-personalized-library-wester-design-02; custom-dragon-shaped-area-rug-personalized-library-wester-design-03; custom-dragon-shaped-area-rug-personalized-library-wester-design-04; custom-dragon-shaped-area-rug-personalized-library-wester-design-05; custom-dragon-shaped-area-rug-personalized-library-wester-design-06; custom-dragon-shaped-area-rug-personalized-library-wester-design-08; custom-dragon-shaped-area-rug-personalized-library-wester-design-10; custom-dragon-shaped-area-rug-personalized-library-western-dragon,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_EXPECTED_SHARED_TERM: overlap is limited to rejected/collection or cross-role usage; not treated as cannibalization by itself.,FINAL_REVIEWED,2.4-catalog-final-1
personalized dragon library rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-03,B005-050-BR01,AGENT_PROPOSED,personalized dragon library rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-03,PRIMARY,Best product-level match for observed motif and personalized/custom rug intent.,B005-050,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://printyrug.com/; https://chillgen.com/,2026-09-07T01:58:18+07:00,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
dragon book rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-03,B005-050-BR01,AGENT_PROPOSED,personalized dragon library rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-03,SECONDARY,Useful motif synonym supported by page and image evidence.,B005-050,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://printyrug.com/; https://chillgen.com/,2026-09-07T01:58:18+07:00,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug,custom-dragon-round-rug-3d-illusion-4ca1b4fcd0; custom-dragon-shaped-area-rug-personalized-library-wester-design-04; custom-dragon-shaped-area-rug-personalized-library-wester-design-08; custom-dragon-shaped-area-rug-personalized-library-wester-design-10; custom-dragon-shaped-area-rug-personalized-library-western-dragon,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_SHARED_PRODUCT_TERM: keep only where each page has a distinct verified design/use-case modifier; QA before approval.,FINAL_REVIEWED,2.4-catalog-final-1
dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-03,,AGENT_PROPOSED,personalized dragon library rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across multiple similar products.,B005-050,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://printyrug.com/; https://chillgen.com/,2026-09-07T01:58:18+07:00,https://www.amazon.com/Personalized-Football-Bedroom-Decorations-Washable/dp/B0F52SNSGG; https://www.etsy.com/no-en/market/personalized_football_rug; https://www.ebay.com/b/Football-Rug-In-Area-Rugs/262983/bn_7022379243; https://www.walmart.com/c/kp/nfl-rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-01; custom-dragon-shaped-area-rug-personalized-library-wester-design-02; custom-dragon-shaped-area-rug-personalized-library-wester-design-04; custom-dragon-shaped-area-rug-personalized-library-wester-design-05; custom-dragon-shaped-area-rug-personalized-library-wester-design-06; custom-dragon-shaped-area-rug-personalized-library-wester-design-07; custom-dragon-shaped-area-rug-personalized-library-wester-design-08; custom-dragon-shaped-area-rug-personalized-library-wester-design-10; custom-dragon-shaped-area-rug-personalized-library-western-dragon,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_EXPECTED_SHARED_TERM: overlap is limited to rejected/collection or cross-role usage; not treated as cannibalization by itself.,FINAL_REVIEWED,2.4-catalog-final-1
personalized orange dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-04,B006-051-BR01,AGENT_PROPOSED,personalized orange dragon rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-04,PRIMARY,Best product-level match for observed motif and decor intent.,B006-051,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
dragon book rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-04,B006-051-BR01,AGENT_PROPOSED,personalized orange dragon rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-04,SECONDARY,Useful motif synonym supported by page and image evidence.,B006-051,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,custom-dragon-round-rug-3d-illusion-4ca1b4fcd0; custom-dragon-shaped-area-rug-personalized-library-wester-design-03; custom-dragon-shaped-area-rug-personalized-library-wester-design-08; custom-dragon-shaped-area-rug-personalized-library-wester-design-10; custom-dragon-shaped-area-rug-personalized-library-western-dragon,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_SHARED_PRODUCT_TERM: keep only where each page has a distinct verified design/use-case modifier; QA before approval.,FINAL_REVIEWED,2.4-catalog-final-1
dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-04,,AGENT_PROPOSED,personalized orange dragon rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across multiple similar products.,B006-051,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,custom-dragon-shaped-area-rug-personalized-library-wester-design-01; custom-dragon-shaped-area-rug-personalized-library-wester-design-02; custom-dragon-shaped-area-rug-personalized-library-wester-design-03; custom-dragon-shaped-area-rug-personalized-library-wester-design-05; custom-dragon-shaped-area-rug-personalized-library-wester-design-06; custom-dragon-shaped-area-rug-personalized-library-wester-design-07; custom-dragon-shaped-area-rug-personalized-library-wester-design-08; custom-dragon-shaped-area-rug-personalized-library-wester-design-10; custom-dragon-shaped-area-rug-personalized-library-western-dragon,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_EXPECTED_SHARED_TERM: overlap is limited to rejected/collection or cross-role usage; not treated as cannibalization by itself.,FINAL_REVIEWED,2.4-catalog-final-1
personalized green dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-10,B006-052-BR01,AGENT_PROPOSED,personalized green dragon rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-10,PRIMARY,Best product-level match for observed motif and decor intent.,B006-052,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
dragon book rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-10,B006-052-BR01,AGENT_PROPOSED,personalized green dragon rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-10,SECONDARY,Useful motif synonym supported by page and image evidence.,B006-052,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,custom-dragon-round-rug-3d-illusion-4ca1b4fcd0; custom-dragon-shaped-area-rug-personalized-library-wester-design-03; custom-dragon-shaped-area-rug-personalized-library-wester-design-04; custom-dragon-shaped-area-rug-personalized-library-wester-design-08; custom-dragon-shaped-area-rug-personalized-library-western-dragon,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_SHARED_PRODUCT_TERM: keep only where each page has a distinct verified design/use-case modifier; QA before approval.,FINAL_REVIEWED,2.4-catalog-final-1
dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-10,,AGENT_PROPOSED,personalized green dragon rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across multiple similar products.,B006-052,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,custom-dragon-shaped-area-rug-personalized-library-wester-design-01; custom-dragon-shaped-area-rug-personalized-library-wester-design-02; custom-dragon-shaped-area-rug-personalized-library-wester-design-03; custom-dragon-shaped-area-rug-personalized-library-wester-design-04; custom-dragon-shaped-area-rug-personalized-library-wester-design-05; custom-dragon-shaped-area-rug-personalized-library-wester-design-06; custom-dragon-shaped-area-rug-personalized-library-wester-design-07; custom-dragon-shaped-area-rug-personalized-library-wester-design-08; custom-dragon-shaped-area-rug-personalized-library-western-dragon,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_EXPECTED_SHARED_TERM: overlap is limited to rejected/collection or cross-role usage; not treated as cannibalization by itself.,FINAL_REVIEWED,2.4-catalog-final-1
personalized red dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-01,B006-053-BR01,AGENT_PROPOSED,personalized red dragon rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-01,PRIMARY,Best product-level match for observed motif and decor intent.,B006-053,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
dragon library rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-01,B006-053-BR01,AGENT_PROPOSED,personalized red dragon rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-01,SECONDARY,Useful motif synonym supported by page and image evidence.,B006-053,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,custom-3d-dragon-round-rug-77aa65f879; custom-dragon-shaped-area-rug-personalized-library-wester-design-07,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_SHARED_PRODUCT_TERM: keep only where each page has a distinct verified design/use-case modifier; QA before approval.,FINAL_REVIEWED,2.4-catalog-final-1
dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-01,,AGENT_PROPOSED,personalized red dragon rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across multiple similar products.,B006-053,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,custom-dragon-shaped-area-rug-personalized-library-wester-design-02; custom-dragon-shaped-area-rug-personalized-library-wester-design-03; custom-dragon-shaped-area-rug-personalized-library-wester-design-04; custom-dragon-shaped-area-rug-personalized-library-wester-design-05; custom-dragon-shaped-area-rug-personalized-library-wester-design-06; custom-dragon-shaped-area-rug-personalized-library-wester-design-07; custom-dragon-shaped-area-rug-personalized-library-wester-design-08; custom-dragon-shaped-area-rug-personalized-library-wester-design-10; custom-dragon-shaped-area-rug-personalized-library-western-dragon,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_EXPECTED_SHARED_TERM: overlap is limited to rejected/collection or cross-role usage; not treated as cannibalization by itself.,FINAL_REVIEWED,2.4-catalog-final-1
personalized purple dragon book rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-06,B006-054-BR01,AGENT_PROPOSED,personalized purple dragon book rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-06,PRIMARY,Best product-level match for observed motif and decor intent.,B006-054,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
sleeping dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-06,B006-054-BR01,AGENT_PROPOSED,personalized purple dragon book rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-wester-design-06,SECONDARY,Useful motif synonym supported by page and image evidence.,B006-054,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
dragon rug,custom-dragon-shaped-area-rug-personalized-library-wester-design-06,,AGENT_PROPOSED,personalized purple dragon book rug,COMMERCIAL_INVESTIGATION,COLLECTION,COLLECTION_OR_CATEGORY_REVIEW,REJECTED,Too broad for product-level targeting across multiple similar products.,B006-054,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,custom-dragon-shaped-area-rug-personalized-library-wester-design-01; custom-dragon-shaped-area-rug-personalized-library-wester-design-02; custom-dragon-shaped-area-rug-personalized-library-wester-design-03; custom-dragon-shaped-area-rug-personalized-library-wester-design-04; custom-dragon-shaped-area-rug-personalized-library-wester-design-05; custom-dragon-shaped-area-rug-personalized-library-wester-design-07; custom-dragon-shaped-area-rug-personalized-library-wester-design-08; custom-dragon-shaped-area-rug-personalized-library-wester-design-10; custom-dragon-shaped-area-rug-personalized-library-western-dragon,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_EXPECTED_SHARED_TERM: overlap is limited to rejected/collection or cross-role usage; not treated as cannibalization by itself.,FINAL_REVIEWED,2.4-catalog-final-1
personalized western dragon rug,custom-dragon-shaped-area-rug-personalized-library-western-dragon,B006-055-BR01,AGENT_PROPOSED,personalized western dragon rug,COMMERCIAL_INVESTIGATION,PRODUCT,https://chillgen.com/products/custom-dragon-shaped-area-rug-personalized-library-western-dragon,PRIMARY,Best product-level match for observed motif and decor intent.,B006-055,"SERP_ONLY, no volume verified.",EVERGREEN_FANTASY,2026-09-07,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs; https://www.etsy.com/market/dog_paw_area_rug; https://www.etsy.com/market/personalized_dog_rug; https://www.etsy.com/market/paw_print_rug; https://chillgen.com/,2026-09-07T02:06:18+07:00,https://www.etsy.com/market/dragon_rug; https://www.etsy.com/market/dragon_rugs; https://www.etsy.com/market/dragon_shaped_rug; https://www.etsy.com/market/dragon_area_rugs,,Motif-specific keyword retained for product; broad term reserved for collection/category review. CATALOG_REVIEW_NO_EXACT_CROSS_PRODUCT_TERM_OVERLAP.,FINAL_REVIEWED,2.4-catalog-final-1
